company_id_1,company_id_2,period,weight,shared_directors
ballandefils,etablissementsballande,1914_1929,14,ballande-a; ballande-p; berge-m; bonneaud-a; chavane-l; guiraud-p; jeannin-p; lafon-m; larcher-m; laroque-g; lizotte-a; loste-h; milliard-h; rougy-a
ballandefils,hautsfourneauxnoumea,1914_1929,6,ballande-a; berge-m; chavane-l; guiraud-p; laroque-g; rougy-a
etablissementsballande,hautsfourneauxnoumea,1914_1929,6,ballande-a; berge-m; chavane-l; guiraud-p; laroque-g; rougy-a
andeville,gueraultlemarinier,1914_1929,6,aubry-o; blache-p; guerault-c; lemarinier-g; mauclet-j; tassart-l
etsgomenouaco,ouaco,1914_1929,5,augis-a; chalas-e; leigh-williams-h; lt-col-tom-crowther; verny-a
ballandefils,chalandage,1914_1929,4,berge-m; laroque-g; milliard-h; rougy-a
ballandefils,comptoirsnouvelleshebrides,1914_1929,4,berge-m; bonneaud-a; laroque-g; milliard-h
chalandage,etablissementsballande,1914_1929,4,berge-m; laroque-g; milliard-h; rougy-a
comptoirsnouvelleshebrides,etablissementsballande,1914_1929,4,berge-m; bonneaud-a; laroque-g; milliard-h
minesnickelreunies,navaleoceanie,1914_1929,3,ballande-a; chavane; chavane-l
hautsfourneauxnoumea,navaleoceanie,1914_1929,3,ballande-a; chavane-l; van-bree-f
chalandage,comptoirsnouvelleshebrides,1914_1929,3,berge-m; laroque-g; milliard-h
chalandage,hautsfourneauxnoumea,1914_1929,3,berge-m; laroque-g; rougy-a
metallurgiquetao,usinestaohydroelectriquetaometallurgiquetao,1914_1929,3,dehesdin-a; jauffret; martini-g
burnsphilpco35crutchedfriarslondresec,burnsphilpcoltd,1914_1929,2,esq; forsyth-j
ballandefils,minesnickelreunies,1914_1929,2,ballande-a; chavane-l
ballandefils,navaleoceanie,1914_1929,2,ballande-a; chavane-l
etablissementsballande,minesnickelreunies,1914_1929,2,ballande-a; chavane-l
etablissementsballande,navaleoceanie,1914_1929,2,ballande-a; chavane-l
hautsfourneauxnoumea,minesnickelreunies,1914_1929,2,ballande-a; chavane-l
comptoirsnouvelleshebrides,hautsfourneauxnoumea,1914_1929,2,berge-m; laroque-g
ballandefils,kaori,1914_1929,2,guiraud-p; jeannin-p
etablissementsballande,kaori,1914_1929,2,guiraud-p; jeannin-p
hautsfourneauxnoumea,kaori,1914_1929,2,berge; guiraud-p
havraisecaledonienne,immobilierenouvelleshebrides,1914_1929,1,higginson-g
havraisecaledonienne,nouvelleshebrides,1914_1929,1,higginson-g
immobilierenouvelleshebrides,nouvelleshebrides,1914_1929,1,higginson-g
cotonnierenouvelleshebrides,immobilierenouvelleshebrides,1914_1929,1,revel-c
comptoirsnouvelleshebrides,kaori,1914_1929,1,ad-unger
ballandefils,etablissementsballande,1930_1944,9,ballande-p; berge-m; bonneaud-a; guiraud-p; jeannin-p; laroque-g; loste-h; milliard-h; rougy-a
caledonia,comitedirection,1930_1944,9,baudouin-p; berge; catalan-l; dewez; loste; milliard; rougy-a; van-bree-v; verge
ballandefils,caledonia,1930_1944,5,guiraud-p; laroque-g; loste-h; milliard-h; rougy-a
ballandefils,comptoirsnouvelleshebrides,1930_1944,5,berge-m; bonneaud-a; jeannin-p; laroque-g; milliard-h
caledonia,etablissementsballande,1930_1944,5,guiraud-p; laroque-g; loste-h; milliard-h; rougy-a
comptoirsnouvelleshebrides,etablissementsballande,1930_1944,5,berge-m; bonneaud-a; jeannin-p; laroque-g; milliard-h
caledonia,caledonickel,1930_1944,5,baudouin-p; catalan-l; dewez-h; milliard-h; van-bree-f
caledonickel,nickel,1930_1944,5,baudouin-p; dewez-h; mirabaud-p; roume-e; viallate-a
ballandefils,chalandage,1930_1944,4,berge-m; laroque-g; milliard-h; rougy-a
chalandage,etablissementsballande,1930_1944,4,berge-m; laroque-g; milliard-h; rougy-a
ballandefils,ilespacifique,1930_1944,4,ballande-p; jeannin-p; loste-h; milliard-h
etablissementsballande,ilespacifique,1930_1944,4,ballande-p; jeannin-p; loste-h; milliard-h
caledonia,navalecommercialeoceanie,1930_1944,4,ballande-a; chavane-l; dewez-h; van-bree-f
caledonia,chalandage,1930_1944,3,laroque-g; milliard-h; rougy-a
chalandage,comptoirsnouvelleshebrides,1930_1944,3,berge-m; laroque-g; milliard-h
ballandefils,kaori,1930_1944,3,guiraud-p; jeannin-p; milliard-h
etablissementsballande,kaori,1930_1944,3,guiraud-p; jeannin-p; milliard-h
caledonia,kaori,1930_1944,3,berge; guiraud-p; milliard-h
caledonia,nickel,1930_1944,3,baudouin-p; dewez-h; loste-h
caledonia,comptoirsnouvelleshebrides,1930_1944,2,laroque-g; milliard-h
comptoirsnouvelleshebrides,ilespacifique,1930_1944,2,jeannin-p; milliard-h
comptoirsnouvelleshebrides,kaori,1930_1944,2,jeannin-p; milliard-h
ilespacifique,kaori,1930_1944,2,jeannin-p; milliard-h
caledonia,ilespacifique,1930_1944,2,loste-h; milliard-h
caledonickel,navalecommercialeoceanie,1930_1944,2,dewez-h; van-bree-f
caledonickel,comitedirection,1930_1944,2,baudouin-p; catalan-l
ouaco,tiebaghi,1930_1944,2,chalas-e; crowther-t
cotonnierenouvelleshebrides,ilespacifique,1930_1944,1,francais-des-nouvelles-hebrides-c
cotonnierenouvelleshebrides,nouvelleshebrides,1930_1944,1,francais-des-nouvelles-hebrides-c
ilespacifique,nouvelleshebrides,1930_1944,1,francais-des-nouvelles-hebrides-c
ballandefils,caledonickel,1930_1944,1,milliard-h
caledonickel,chalandage,1930_1944,1,milliard-h
caledonickel,comptoirsnouvelleshebrides,1930_1944,1,milliard-h
caledonickel,etablissementsballande,1930_1944,1,milliard-h
caledonickel,ilespacifique,1930_1944,1,milliard-h
caledonickel,kaori,1930_1944,1,milliard-h
chalandage,ilespacifique,1930_1944,1,milliard-h
chalandage,kaori,1930_1944,1,milliard-h
ballandefils,comitedirection,1930_1944,1,rougy-a
chalandage,comitedirection,1930_1944,1,rougy-a
comitedirection,etablissementsballande,1930_1944,1,rougy-a
ballandefils,nickel,1930_1944,1,loste-h
etablissementsballande,nickel,1930_1944,1,loste-h
ilespacifique,nickel,1930_1944,1,loste-h
comitedirection,nickel,1930_1944,1,baudouin-p
navalecommercialeoceanie,nickel,1930_1944,1,dewez-h
caledonia,kerrmy,1930_1944,1,catalan-l
caledonickel,kerrmy,1930_1944,1,catalan-l
comitedirection,kerrmy,1930_1944,1,catalan-l
comitedirection,kaori,1930_1944,1,berge
chrome,nickel,1930_1944,1,allegre-l
chrome,metallurgiquetao,1930_1944,1,dehesdin-a
chalandage,etablissementsballande,1945_1962,2,ballande-a; loste-h
chalandage,ilespacifique,1945_1962,2,bonneaud-h; loste-h
chalandage,comptoirsnouvelleshebrides,1945_1962,1,loste-h
chalandage,nickel,1945_1962,1,loste-h
comptoirsnouvelleshebrides,etablissementsballande,1945_1962,1,loste-h
comptoirsnouvelleshebrides,ilespacifique,1945_1962,1,loste-h
comptoirsnouvelleshebrides,nickel,1945_1962,1,loste-h
etablissementsballande,ilespacifique,1945_1962,1,loste-h
etablissementsballande,nickel,1945_1962,1,loste-h
ilespacifique,nickel,1945_1962,1,loste-h
etablissementsballande,kaori,1945_1962,1,berge-m
ilespacifique,nouvelleshebrides,1945_1962,1,francais-des-nouvelles-hebrides-c
chalandage,kaori,1945_1962,1,bonneaud-h
ilespacifique,kaori,1945_1962,1,bonneaud-h
chrome,nickel,1945_1962,1,allegre-l
ouaco,tiebaghi,1945_1962,1,chalas-e
cafeiereselevagescanalathio,oceanie,pre_1914,2,jouve-a; jouve-h
agricoleindustriellecommercialecaledoniecaledonie,cafeiereselevagescanalathio,pre_1914,2,gillot-g; simon-l
minesnickelreunies,navaleoceanie,pre_1914,2,ballande-a; chavane-l
chrome,cobalt,pre_1914,1,desmazures-a
chrome,exploitationscoloniales,pre_1914,1,desmazures-a
cobalt,exploitationscoloniales,pre_1914,1,desmazures-a
consolidatednickelcyltd,etsgomenouaco,pre_1914,1,prevet-j
chrome,minesmontdo,pre_1914,1,bernheim-a
exploitationminieremetallurgiquecaledonie,minesmontdo,pre_1914,1,bernheim-l
etsgomenouaco,oceanie,pre_1914,1,pardon-n
