company_id_1,company_id_2,period,weight,shared_directors
colonialeagricolecommercialeindustriellesucreriescoloniales,sucreriescolonialescolonialeagricolecommerciale,1914_1929,12,alexandre-p; artaud-a; baugnies; boulloche-l; briand-g; ehrmann-h; grandjean-c; labarrere-a; mobiliere-s; mutignon-e; nissim-l; rehm-v
colonialeagricolecommercialeindustriellesucreriescoloniales,sucreriescoloniales,1914_1929,11,alexandre-p; artaud-a; baugnies-g; boulloche-l; briand-g; grandjean-c; jacqueminet-a; labarrere-a; level-e; mutignon-e; rehm-v
sucreriescoloniales,sucreriescolonialescolonialeagricolecommerciale,1914_1929,8,alexandre-p; artaud-a; boulloche-l; briand-g; grandjean-c; labarrere-a; mutignon-e; rehm-v
colonialeagricolecommercialeindustriellesucreriescoloniales,rhumspurs,1914_1929,5,alexandre-p; briand-g; jacqueminet-a; mutignon-e; rehm-v
rhumspurs,sucreriescoloniales,1914_1929,5,alexandre-p; briand-g; jacqueminet-a; mutignon-e; rehm-v
colonialeagricolecommercialeindustriellesucreriescoloniales,creditfonciercolonial,1914_1929,5,baugnies; briand-g; grandjean-c; mutignon-e; rehm-v
creditfonciercolonial,sucreriescoloniales,1914_1929,5,briand-g; del-porto-a; grandjean-c; mutignon-e; rehm-v
creditfonciercolonial,sucreriescolonialescolonialeagricolecommerciale,1914_1929,5,baugnies; briand-g; grandjean-c; mutignon-e; rehm-v
rhumspurs,sucreriescolonialescolonialeagricolecommerciale,1914_1929,4,alexandre-p; briand-g; mutignon-e; rehm-v
creditfonciercolonial,rhumspurs,1914_1929,3,briand-g; mutignon-e; rehm-v
colonialeagricolecommercialeindustriellesucreriescoloniales,sucreriescoloniales,1930_1944,10,alexandre-p; aupetit-a; buzon-j; fantauzzi-j; faure-beaulieu-b; guionin-h; levita-j; marbeau-p; rehm-v; richemond-j
rhumspurs,sucreriescoloniales,1930_1944,4,alexandre-p; benard-l; briand-g; rehm-v
colonialeagricolecommercialeindustriellesucreriescoloniales,rhumspurs,1930_1944,2,alexandre-p; rehm-v
parisbourbondeveloppementrelationsentre,raphaeldouyere,1930_1944,1,benard-l
parisbourbondeveloppementrelationsentre,rhumspurs,1930_1944,1,benard-l
parisbourbondeveloppementrelationsentre,sucreriescoloniales,1930_1944,1,benard-l
raphaeldouyere,rhumspurs,1930_1944,1,benard-l
raphaeldouyere,sucreriescoloniales,1930_1944,1,benard-l
grandsbois,hydroelectriquereunionhe,1930_1944,1,hugot-a
grandsbois,raphaeldouyere,1930_1944,1,hugot-a
hydroelectriquereunionhe,raphaeldouyere,1930_1944,1,hugot-a
colonialeagricolecommercialeindustriellesucreriescoloniales,sucreriescoloniales,1945_1962,9,barnaud-p; castelnau-p; chabanne-l; devies-m; faure-beaulieu-b; guionin-h; marbeau-p; schneider-c; vernes-g
agencecentraleparis,saintdenis,1945_1962,2,cornu-h; rabot-j
