person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
berard,Bérard,Berard; Bérard,7,7,11,administrateur,1923,1945,"Banques et sociétés financières; Documents généraux; Sociétés diverses; Transports maritimes, ports et docks; Transports terrestres"
blanche-p,Blanche,P. Blanche; Paul Blanche,5,5,12,administrateur,1899,1945,"Transports maritimes, ports et docks; Transports terrestres"
michon-coster-j,Michon- Coster,J. Michon- Coster; J. Michon-Coster,5,5,11,administrateur,1914,1948,"Transports maritimes, ports et docks; Transports terrestres"
wiener-h,Wiener,H. Wiener; Henri Wiener; Henry Wiener,5,5,10,administrateur,1907,1920,"Transports maritimes, ports et docks"
henry-a,Henry,A. Henry; Arsène HENRY,5,5,9,administrateur,1910,1929,"Transports maritimes, ports et docks"
bey-p,Bey,Pangiris Bey; Pangyris Bey,5,5,7,administrateur,1902,1920,"Transports maritimes, ports et docks"
emond-r,Emond,Emond; René Emond,4,4,13,administrateur,1892,1933,"Transports maritimes, ports et docks; Transports terrestres"
roudy-a,Roudy,A. Roudy; Athanase Roudy; Roudy,4,4,11,administrateur,1922,1948,Documents généraux; Transports terrestres
pissard-l,Pissard,L. Pissard; Léon Pissard; Pissard,4,4,10,administrateur,1920,1940,
boissiere-g,Boissière,G. Boissière; Gustave Boissière,4,4,8,administrateur,1922,1948,Documents généraux; Transports terrestres
deffes-j,Deffès,J. Deffès; Jules Deffès,4,4,7,administrateur,1907,1917,
genebrias-de-fredaigue-g,Genébrias de Fredaigue,Genébrias de Fredaigue; Génébrias de Fredaigue,4,4,6,administrateur,1909,1917,Transports terrestres
auboyneau-g,Auboyneau,G. Auboyneau; Gaston AUBOYNEAU,4,4,4,administrateur,1897,1910,
pangiris-bey-s,Pangiris Bey,S. E. Pangiris Bey; S.E. Alexandre Pangiris Bey; S.E. Pangiris Bey,4,4,4,administrateur,1903,1910,"Transports maritimes, ports et docks"
berard-m,Bérard,Maurice Bérard; Maurice-Robert Bérard,4,4,4,administrateur,1920,1929,"Sociétés diverses; Transports maritimes, ports et docks"
jacobs-e,Jacobs,E. Jacobs; E. Jacobs. 24,3,3,18,administrateur,1923,1953,Banques et sociétés financières
rey-a,Rey,A. Rey; Alexis Rey,3,3,13,administrateur,1907,1933,Transports terrestres
robert-j,Robert,J. Robert; Jules Robert,3,3,12,administrateur,1907,1937,
constantinople,Constantinople,Constantinople,4,3,11,administrateur,1906,1914,Documents généraux
modiano-l,Modiano,Levi Modiano; Lévi Modiano,3,3,11,administrateur,1910,1937,
zarifi,Zarifi,Zarifi,3,3,8,administrateur,1897,1920,
thors-j,Thors,J. T. Thors; J. Thors; Joseph-Henri Thors; Thors,3,3,6,administrateur,1912,1920,
bey-n,Bey,Naus Bey; Nouri Bey; Nourri Bey,3,3,6,administrateur,1906,1933,Transports terrestres
saint-rene-taillandier-g,Saint-René Taillandier,G. Saint-René Taillandier; G. Saint-René Taillandier. 18; Saint-René Taillandier,3,3,6,administrateur,1920,1933,"Banques et sociétés financières; Transports maritimes, ports et docks"
tanqueray-g,Tanqueray,G. Tanqueray; Georges Tanqueray; Tanqueray,4,3,5,administrateur,1914,1945,
henrotte,Henrotte,Henrotte; […] Henrotte,3,3,4,administrateur,1896,1910,
salvago-m,Salvago,Michel Salvago; Salvago,3,3,4,administrateur,1905,1940,
de-cerjat-c,de Cerjat,Ch de Cerjat; Charles de Cerjat,3,3,3,administrateur,1906,1938,"Banques et sociétés financières; Transports maritimes, ports et docks"
naville-p,Naville,P. Naville; Pyrame Naville,3,3,3,administrateur,1903,1909,
zarifi-l,Zarifi,L. Zarifi; Léonidas Zarifi,3,3,3,administrateur,1904,1910,
revoil-p,Révoil,P. Révoil,3,3,3,administrateur,1914,1914,"Transports maritimes, ports et docks; Transports terrestres"
misk-n,Misk,N. Misk; Nasry Misk,3,3,3,administrateur,1909,1914,"Eaux, électricité (utilities)"
menasche-j,Menasché,J. Menasché; J. Ménasché,3,3,3,administrateur,1909,1910,"Eaux, électricité (utilities)"
sabbag-e,Sabbag,E. Sabbag; Elias Sabbag,3,3,3,administrateur,1909,1914,"Eaux, électricité (utilities)"
habert-g,Habert,G. Habert; Gustave Habert,3,3,3,administrateur,1892,1912,"Transports maritimes, ports et docks; Transports terrestres"
haladjian-p,Haladjian,Haladjian; P. Haladjian,2,2,11,administrateur,1902,1933,
jacobs-f,Jacobs,F. Jacobs; Frédéric Jacobs*,2,2,10,administrateur,1910,1931,
boutan,Boutan,Boutan,2,2,10,administrateur,1897,1933,
marbeau,Marbeau,Marbeau,2,2,9,administrateur,1937,1953,Banques et sociétés financières; Transports terrestres
