company_id,name,sectors,n_ties,n_directors,first_year,last_year
etainskinta,Société des Étains de Kinta,Sociétés françaises ou à participation française,96,29,1886,1948
bulohkasaprubber,Buloh Kasap Rubber,Sociétés françaises ou à participation française,62,24,1927,1953
etainsbayastudjuh,Société des Étains de Bayas-Tudjuh,Sociétés françaises ou à participation française,34,20,1920,1953
minesetaintekkah,Société des Mines d'étain de Tekkah,Sociétés françaises ou à participation française,64,17,1920,1953
tandjongmalimrubbercoutanjongmalimrubberc,Tandjong Malim Rubber C° ou Tanjong Malim Rubber C°,Sociétés françaises ou à participation française,17,16,1910,1935
plantationsbunge,Plantations Bunge,Sociétés françaises ou à participation française,11,11,1929,1929
etainsmalaisie,Étains de Malaisie,Sociétés françaises ou à participation française,8,8,1924,1924
kualalumpurrubbercompanyltd,The Kuala Lumpur Rubber Company Ltd,Sociétés françaises ou à participation française,7,7,1931,1931
minesetainperak,Société des Mines d'étain de Pérak,Sociétés françaises ou à participation française,7,6,,
gulakalumpongrubberestatesltd,"The Gula-Kalumpong Rubber Estates, Ltd",Sociétés françaises ou à participation française,5,5,1931,1931
caoutchoutiereulukampar,Société Caoutchoutière d'Ulu Kampar,Sociétés françaises ou à participation française,3,3,1925,1925
