person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
auboyneau-g,minesselenitza,1,1897,1897,administrateur,1
berger-t,minesselenitza,1,1897,1897,administrateur,1
bey-p,minesselenitza,1,1909,1909,administrateur,1
bourlon-de-sarty-p,minesselenitza,1,1909,1909,administrateur,1
bourlun-de-sarty-p,minesselenitza,1,1897,1897,administrateur,1
cte-de-bouthillier,minesselenitza,1,1909,1909,administrateur,1
cte-georges-de-germiny,minesselenitza,1,1909,1909,administrateur,1
e-a-naville,minesselenitza,1,1897,1897,president,1
eug-naville,minesselenitza,1,1909,1909,administrateur,1
mallet-g,minesselenitza,2,1897,1909,administrateur,1
monnier-a,minesselenitza,1,1909,1909,administrateur,1
