company_id_1,company_id_2,period,weight,shared_directors
mataroni,minesorguyane,1914_1929,2,kiener-l; ungauer-l
comptoirsgenerauxguyane,sucriereagricoleguyane,1914_1929,1,michel-a-antoine
colonialeproduitstannants,colonialetonnellerie,1930_1944,3,hamon-j; jarry-p; jarry-r-robert
colonialeproduitstannants,theresia,1930_1944,3,hamon-j; jarry-p; jarry-r-robert
colonialetonnellerie,theresia,1930_1944,3,hamon-j; jarry-p; jarry-r-robert
franceguyane,miniereroura,1930_1944,1,jameau-j
cotonniereguyane,franceguyane,1930_1944,1,incertains-r
colonialeproduitstannants,miniereroura,1930_1944,1,hamon-j
colonialetonnellerie,miniereroura,1930_1944,1,hamon-j
miniereroura,theresia,1930_1944,1,hamon-j
commercialeantillesfrancaisesftanon,representationcoloniale,1945_1962,3,pelissier-tanon-c; pelissier-tanon-g; tanon-c
colonialeagricoleminiere,stelieadieuvat,1945_1962,1,comet-p
colonialeagricoleminiere,unionminierehautemana,1945_1962,1,lamer-l
