company_id,name,sectors,n_ties,n_directors,first_year,last_year
exploitationcheminsferorientaux,Compagnie d'exploitation des Chemins de fer orientaux,,77,50,1906,1933
heraclee,Société d'Héraclée,,116,39,1912,1943
ottomaneheraclee,"Société ottomane d'Héraclée, puis Société française d'Héraclée",,63,39,1897,1910
minesbaliakaraidin,Mines de Balia-Karaïdin,,82,26,1912,1940
banquepaysorient,Banque française des pays d’Orient,,24,21,1925,1938
ottomanecheminfersmyrnecassabaprolongement,Société ottomane du Chemin de fer Smyrne-Cassaba et prolongement,,17,17,1896,1921
nationalecommerceindustrieagriculturedansempireottoman,"Société Nationale pour le Commerce, l’industrie et l’agriculture dans l’empire ottoman",,16,16,,
financiereorient,Societé Financière d'Orient,,21,14,1896,1909
orientalcarpetmanufacturersltd,"Oriental Carpet Manufacturers, Ltd",,50,13,1912,1914
industrielleforestiereminiereprocheorient,"Société Industrielle, Forestière et Minière du Proche-Orient",,14,13,1921,1929
etudesreconstructionsmyrne,Société d'études pour la Reconstruction de Smyrne,,11,11,1923,1923
tombac,Société du Tombac,,11,11,1903,1903
tramwaysconstantinople,"Tramways de Constantinople, puis Tramways et électricité de Constantinople, puis Transports, électricité et gaz",,11,10,1906,1929
quaisdocksentrepotsconstantinople,"Société des Quais, docks et entrepôts de Constantinople",,10,10,1898,1910
francoottomanefabricationcorpsgrasgraissesalimentaires,Société franco-ottomane pour la Fabrication des corps gras et des graisses alimentaires,,9,9,,
ottomanemineskarassou,Société ottomane des mines de Karassou,,7,7,1899,1899
ottomaneeauxconstantinople,Compagnie ottomane des Eaux de Constantinople,,7,6,1904,1904
grandshotelsorientaux,Grands Hôtels Orientaux,,6,6,1928,1928
consortiumconstantinople,Consortium de Constantinople,,3,3,1911,1911
cotonniereadana,"Compagnie Cotonnière d'Adana, puis Cotons d'Orient",,3,3,1920,1920
industriellecommercialeagricoleturquie,"Société Industrielle, Commerciale et Agricole de Turquie",,3,3,1922,1922
remorquagepilotagesauvetage,"Compagnie de Remorquage, de pilotage et de sauvetage",,1,0,1902,1902
