company_id,name,sectors,n_ties,n_directors,first_year,last_year
banqueindustriellechine,La Banque industrielle de Chine,Sociétés françaises ou à participation française,53,41,1915,1933
banquefrancochinoisecommerceindustrie,Banque franco-chinoise pour le commerce et l'industrie,Sociétés françaises ou à participation française,59,32,1940,1948
pekinsyndicateltd,The Pekin Syndicate Ltd,Sociétés françaises ou à participation française,65,26,1912,1953
tramwayseclairageelectriquesshanghai,Compagnie française de Tramways et d’éclairage électriques de Shanghaï,Sociétés françaises ou à participation française,47,21,1906,1948
extremeorient,Compagnie générale d’Extrême-Orient,Sociétés françaises ou à participation française,21,21,1917,1920
poursuitescontredirigeantsbanqueindustriellechine,Les poursuites contre les dirigeants de la Banque industrielle de Chine,Sociétés françaises ou à participation française,14,13,1923,1923
olivier,Olivier & Cie,Sociétés françaises ou à participation française,13,8,1924,1924
pekinsyndicateoupekingsyndicate,Pekin Syndicate ou Peking Syndicate,Sociétés françaises ou à participation française,7,7,1931,1931
creditfoncierextremeorient,Crédit foncier d’Extrême-Orient,Sociétés françaises ou à participation française,21,6,1924,1940
grandstravauxpekin,Grands Travaux de Pékin,Sociétés françaises ou à participation française,5,5,1914,1914
entreprisessinoindochinoises,Société d'Entreprises sino-indochinoises,Sociétés françaises ou à participation française,4,4,1925,1925
navigationfrancochinoise,Compagnie de navigation franco-chinoise,Sociétés françaises ou à participation française,3,3,1919,1919
banquefrancochinoise,La Banque franco-chinoise,Sociétés françaises ou à participation française,1,1,1924,1924
immobiliereindochine,Société Immobilière de l'Indochine,Sociétés françaises ou à participation française,1,1,1951,1951
